date,asset,price
2024-05-04,TSLA,114.15
2024-05-05,TSLA,114.89
2024-05-06,TSLA,114.41
2024-05-07,TSLA,114.34
2024-05-08,TSLA,113.26
2024-05-09,TSLA,112.86
2024-05-10,TSLA,112.42
2024-05-11,TSLA,111.66
2024-05-12,TSLA,111.82
2024-05-13,TSLA,111.43
2024-05-14,TSLA,112.04
2024-05-15,TSLA,110.09
2024-05-16,TSLA,109.95
2024-05-17,TSLA,110.11
2024-05-18,TSLA,109.74
2024-05-19,TSLA,109.53
2024-05-20,TSLA,107.63
2024-05-21,TSLA,108.06
2024-05-22,TSLA,108.84
2024-05-23,TSLA,109.43
2024-05-24,TSLA,110.67
2024-05-25,TSLA,110.92
2024-05-26,TSLA,111.49
2024-05-27,TSLA,111.68
2024-05-28,TSLA,112.5
2024-05-29,TSLA,110.61
2024-05-30,TSLA,109.54
2024-05-31,TSLA,111.44
2024-06-01,TSLA,108.49
2024-06-02,TSLA,108.32
2024-06-03,TSLA,109.73
2024-06-04,TSLA,109.62
2024-06-05,TSLA,109.13
2024-06-06,TSLA,109.29
2024-06-07,TSLA,108.86
2024-06-08,TSLA,108.9
2024-06-09,TSLA,108.08
2024-06-10,TSLA,109.41
2024-06-11,TSLA,111.12
2024-06-12,TSLA,110.96
2024-06-13,TSLA,109.29
2024-06-14,TSLA,108.66
2024-06-15,TSLA,108.44
2024-06-16,TSLA,109.05
2024-06-17,TSLA,107.84
2024-06-18,TSLA,106.92
2024-06-19,TSLA,107.53
2024-06-20,TSLA,108.66
2024-06-21,TSLA,107.91
2024-06-22,TSLA,106.31
2024-06-23,TSLA,110.25
2024-06-24,TSLA,111.19
2024-06-25,TSLA,110.87
2024-06-26,TSLA,111.91
2024-06-27,TSLA,111.77
2024-06-28,TSLA,112.81
2024-06-29,TSLA,113.0
2024-06-30,TSLA,113.11
2024-07-01,TSLA,112.97
2024-07-02,TSLA,111.23
2024-07-03,TSLA,113.56
2024-07-04,TSLA,112.43
2024-07-05,TSLA,110.8
2024-07-06,TSLA,110.54
2024-07-07,TSLA,109.39
2024-07-08,TSLA,109.33
2024-07-09,TSLA,110.15
2024-07-10,TSLA,111.35
2024-07-11,TSLA,112.32
2024-07-12,TSLA,111.96
2024-07-13,TSLA,112.02
2024-07-14,TSLA,112.51
2024-07-15,TSLA,110.4
2024-07-16,TSLA,111.08
2024-07-17,TSLA,109.33
2024-07-18,TSLA,111.78
2024-07-19,TSLA,111.3
2024-07-20,TSLA,111.07
2024-07-21,TSLA,110.15
2024-07-22,TSLA,109.39
2024-07-23,TSLA,112.12
2024-07-24,TSLA,113.25
2024-07-25,TSLA,111.39
2024-07-26,TSLA,113.2
2024-07-27,TSLA,114.63
2024-07-28,TSLA,114.29
2024-07-29,TSLA,114.66
2024-07-30,TSLA,114.64
2024-07-31,TSLA,117.01
2024-08-01,TSLA,116.05
2024-08-02,TSLA,116.23
2024-08-03,TSLA,115.71
2024-08-04,TSLA,114.0
2024-08-05,TSLA,116.63
2024-08-06,TSLA,115.21
2024-08-07,TSLA,115.47
2024-08-08,TSLA,113.38
2024-08-09,TSLA,112.9
2024-08-10,TSLA,113.41
2024-08-11,TSLA,112.42
2024-08-12,TSLA,113.12
2024-08-13,TSLA,112.8
2024-08-14,TSLA,114.19
2024-08-15,TSLA,115.83
2024-08-16,TSLA,115.12
2024-08-17,TSLA,115.22
2024-08-18,TSLA,115.44
2024-08-19,TSLA,116.18
2024-08-20,TSLA,116.2
2024-08-21,TSLA,116.42
2024-08-22,TSLA,116.13
2024-08-23,TSLA,116.27
2024-08-24,TSLA,117.83
2024-08-25,TSLA,118.6
2024-08-26,TSLA,119.45
2024-08-27,TSLA,120.31
2024-08-28,TSLA,120.13
2024-08-29,TSLA,120.51
2024-08-30,TSLA,119.21
2024-08-31,TSLA,120.73
2024-09-01,TSLA,117.39
2024-09-02,TSLA,117.29
2024-09-03,TSLA,118.66
2024-09-04,TSLA,117.02
2024-09-05,TSLA,117.5
2024-09-06,TSLA,116.68
2024-09-07,TSLA,116.24
2024-09-08,TSLA,117.37
2024-09-09,TSLA,117.61
2024-09-10,TSLA,115.17
2024-09-11,TSLA,114.0
2024-09-12,TSLA,115.17
2024-09-13,TSLA,115.71
2024-09-14,TSLA,117.81
2024-09-15,TSLA,119.83
2024-09-16,TSLA,119.42
2024-09-17,TSLA,122.42
2024-09-18,TSLA,122.45
2024-09-19,TSLA,121.29
2024-09-20,TSLA,120.53
2024-09-21,TSLA,117.82
2024-09-22,TSLA,119.75
2024-09-23,TSLA,121.67
2024-09-24,TSLA,120.45
2024-09-25,TSLA,120.17
2024-09-26,TSLA,120.29
2024-09-27,TSLA,119.14
2024-09-28,TSLA,117.03
2024-09-29,TSLA,116.78
2024-09-30,TSLA,116.39
2024-10-01,TSLA,115.93
2024-10-02,TSLA,116.19
2024-10-03,TSLA,117.91
2024-10-04,TSLA,117.55
2024-10-05,TSLA,117.75
2024-10-06,TSLA,118.62
2024-10-07,TSLA,119.29
2024-10-08,TSLA,118.55
2024-10-09,TSLA,118.67
2024-10-10,TSLA,119.32
2024-10-11,TSLA,117.97
2024-10-12,TSLA,119.49
2024-10-13,TSLA,121.2
2024-10-14,TSLA,120.34
2024-10-15,TSLA,120.57
2024-10-16,TSLA,121.34
2024-10-17,TSLA,120.68
2024-10-18,TSLA,121.26
2024-10-19,TSLA,121.46
2024-10-20,TSLA,119.7
2024-10-21,TSLA,120.25
2024-10-22,TSLA,118.93
2024-10-23,TSLA,120.05
2024-10-24,TSLA,119.25
2024-10-25,TSLA,119.06
2024-10-26,TSLA,120.7
2024-10-27,TSLA,121.3
2024-10-28,TSLA,120.0
2024-10-29,TSLA,118.78
2024-10-30,TSLA,118.07
2024-10-31,TSLA,118.54
2024-11-01,TSLA,118.97
2024-11-02,TSLA,117.96
2024-11-03,TSLA,116.56
2024-11-04,TSLA,116.89
2024-11-05,TSLA,116.68
2024-11-06,TSLA,119.27
2024-11-07,TSLA,119.31
2024-11-08,TSLA,121.49
2024-11-09,TSLA,120.08
2024-11-10,TSLA,118.19
2024-11-11,TSLA,116.85
2024-11-12,TSLA,118.28
2024-11-13,TSLA,120.38
2024-11-14,TSLA,119.45
2024-11-15,TSLA,118.89
2024-11-16,TSLA,117.49
2024-11-17,TSLA,115.32
2024-11-18,TSLA,116.18
2024-11-19,TSLA,116.45
2024-11-20,TSLA,116.46
2024-11-21,TSLA,114.78
2024-11-22,TSLA,116.75
2024-11-23,TSLA,116.14
2024-11-24,TSLA,116.78
2024-11-25,TSLA,115.04
2024-11-26,TSLA,114.81
2024-11-27,TSLA,115.16
2024-11-28,TSLA,115.55
2024-11-29,TSLA,115.74
2024-11-30,TSLA,116.33
2024-12-01,TSLA,114.97
2024-12-02,TSLA,115.21
2024-12-03,TSLA,115.35
2024-12-04,TSLA,115.62
2024-12-05,TSLA,115.71
2024-12-06,TSLA,114.18
2024-12-07,TSLA,112.6
2024-12-08,TSLA,109.94
2024-12-09,TSLA,110.93
2024-12-10,TSLA,111.92
2024-12-11,TSLA,112.93
2024-12-12,TSLA,113.3
2024-12-13,TSLA,110.74
2024-12-14,TSLA,109.51
2024-12-15,TSLA,109.71
2024-12-16,TSLA,109.87
2024-12-17,TSLA,109.61
2024-12-18,TSLA,110.05
2024-12-19,TSLA,110.06
2024-12-20,TSLA,110.21
2024-12-21,TSLA,109.44
2024-12-22,TSLA,110.62
2024-12-23,TSLA,110.1
2024-12-24,TSLA,108.51
2024-12-25,TSLA,107.58
2024-12-26,TSLA,107.16
2024-12-27,TSLA,108.36
2024-12-28,TSLA,108.31
2024-12-29,TSLA,108.08
2024-12-30,TSLA,106.58
2024-12-31,TSLA,107.53
2020-01-01,GLD,108.79
2020-01-02,GLD,108.04
2020-01-03,GLD,107.44
2020-01-04,GLD,109.22
2020-01-05,GLD,108.23
2020-01-06,GLD,108.04
2020-01-07,GLD,107.49
2020-01-08,GLD,107.01
2020-01-09,GLD,110.34
2020-01-10,GLD,108.26
2020-01-11,GLD,109.03
2020-01-12,GLD,111.94
2020-01-13,GLD,113.24
2020-01-14,GLD,113.3
2020-01-15,GLD,111.89
2020-01-16,GLD,113.45
2020-01-17,GLD,114.58
2020-01-18,GLD,112.74
2020-01-19,GLD,112.36
2020-01-20,GLD,110.91
2020-01-21,GLD,107.48
2020-01-22,GLD,106.0
2020-01-23,GLD,106.13
2020-01-24,GLD,106.83
2020-01-25,GLD,106.44
2020-01-26,GLD,108.09
2020-01-27,GLD,109.32
2020-01-28,GLD,109.17
2020-01-29,GLD,108.87
2020-01-30,GLD,109.33
2020-01-31,GLD,109.31
2020-02-01,GLD,107.6
2020-02-02,GLD,107.24
2020-02-03,GLD,108.04
2020-02-04,GLD,109.62
2020-02-05,GLD,110.77
2020-02-06,GLD,111.17
2020-02-07,GLD,112.92
2020-02-08,GLD,113.43
2020-02-09,GLD,113.32
2020-02-10,GLD,115.1
2020-02-11,GLD,115.96
2020-02-12,GLD,117.53
2020-02-13,GLD,116.1
2020-02-14,GLD,115.07
2020-02-15,GLD,114.09
2020-02-16,GLD,114.31
2020-02-17,GLD,116.49
2020-02-18,GLD,115.13
2020-02-19,GLD,116.21
2020-02-20,GLD,114.77
2020-02-21,GLD,117.31
2020-02-22,GLD,115.4
2020-02-23,GLD,116.28
2020-02-24,GLD,117.34
2020-02-25,GLD,118.08
2020-02-26,GLD,117.03
2020-02-27,GLD,115.76
2020-02-28,GLD,117.29
2020-02-29,GLD,118.55
2020-03-01,GLD,119.79
2020-03-02,GLD,121.18
2020-03-03,GLD,119.34
2020-03-04,GLD,117.46
2020-03-05,GLD,116.65
2020-03-06,GLD,116.07
2020-03-07,GLD,115.37
2020-03-08,GLD,115.7
2020-03-09,GLD,117.04
2020-03-10,GLD,116.69
2020-03-11,GLD,115.71
2020-03-12,GLD,116.69
2020-03-13,GLD,116.35
2020-03-14,GLD,116.48
2020-03-15,GLD,116.08
2020-03-16,GLD,116.49
2020-03-17,GLD,115.27
2020-03-18,GLD,116.14
2020-03-19,GLD,116.1
2020-03-20,GLD,115.18
2020-03-21,GLD,115.82
2020-03-22,GLD,114.9
2020-03-23,GLD,114.04
2020-03-24,GLD,112.6
2020-03-25,GLD,110.55
2020-03-26,GLD,111.19
2020-03-27,GLD,112.59
2020-03-28,GLD,112.05
2020-03-29,GLD,111.09
2020-03-30,GLD,108.92
2020-03-31,GLD,106.31
2020-04-01,GLD,107.18
2020-04-02,GLD,104.81
2020-04-03,GLD,103.44
2020-04-04,GLD,103.78
2020-04-05,GLD,103.89
2020-04-06,GLD,104.28
2020-04-07,GLD,104.29
2020-04-08,GLD,103.86
2020-04-09,GLD,102.49
2020-04-10,GLD,101.73
2020-04-11,GLD,101.39
2020-04-12,GLD,99.12
2020-04-13,GLD,98.17
2020-04-14,GLD,97.73
2020-04-15,GLD,96.9
2020-04-16,GLD,96.49
2020-04-17,GLD,97.29
2020-04-18,GLD,98.24
2020-04-19,GLD,100.05
2020-04-20,GLD,98.25
2020-04-21,GLD,97.74
2020-04-22,GLD,99.21
2020-04-23,GLD,97.12
2020-04-24,GLD,95.71
2020-04-25,GLD,94.97
2020-04-26,GLD,97.42
2020-04-27,GLD,96.25
2020-04-28,GLD,97.55
2020-04-29,GLD,97.52
2020-04-30,GLD,96.14
2020-05-01,GLD,99.5
2020-05-02,GLD,99.74
2020-05-03,GLD,100.19
2020-05-04,GLD,100.83
2020-05-05,GLD,101.38
2020-05-06,GLD,103.96
2020-05-07,GLD,106.1
2020-05-08,GLD,104.99
2020-05-09,GLD,107.41
2020-05-10,GLD,106.57
2020-05-11,GLD,106.95
2020-05-12,GLD,105.21
2020-05-13,GLD,106.46
2020-05-14,GLD,106.09
2020-05-15,GLD,104.71
2020-05-16,GLD,106.13
2020-05-17,GLD,107.86
2020-05-18,GLD,109.62
2020-05-19,GLD,107.79
2020-05-20,GLD,109.68
2020-05-21,GLD,109.32
2020-05-22,GLD,111.78
2020-05-23,GLD,112.53
2020-05-24,GLD,112.84
2020-05-25,GLD,112.85
2020-05-26,GLD,112.83
2020-05-27,GLD,112.01
2020-05-28,GLD,110.73
2020-05-29,GLD,110.3
2020-05-30,GLD,111.73
2020-05-31,GLD,110.05
2020-06-01,GLD,111.66
2020-06-02,GLD,111.83
2020-06-03,GLD,112.77
2020-06-04,GLD,113.77
2020-06-05,GLD,114.88
2020-06-06,GLD,114.91
2020-06-07,GLD,114.97
2020-06-08,GLD,116.05
2020-06-09,GLD,114.8
2020-06-10,GLD,113.36
2020-06-11,GLD,112.8
2020-06-12,GLD,113.15
2020-06-13,GLD,115.46
2020-06-14,GLD,115.51
2020-06-15,GLD,117.91
2020-06-16,GLD,118.53
2020-06-17,GLD,117.99
2020-06-18,GLD,119.36
2020-06-19,GLD,119.07
2020-06-20,GLD,119.37
2020-06-21,GLD,117.77
2020-06-22,GLD,115.96
2020-06-23,GLD,116.62
2020-06-24,GLD,117.95
2020-06-25,GLD,120.28
2020-06-26,GLD,119.31
2020-06-27,GLD,121.07
2020-06-28,GLD,122.65
2020-06-29,GLD,122.06
2020-06-30,GLD,123.72
2020-07-01,GLD,124.86
2020-07-02,GLD,126.23
2020-07-03,GLD,128.83
2020-07-04,GLD,130.15
2020-07-05,GLD,127.58
2020-07-06,GLD,127.97
2020-07-07,GLD,126.09
2020-07-08,GLD,126.27
2020-07-09,GLD,126.38
2020-07-10,GLD,125.68
2020-07-11,GLD,124.45
2020-07-12,GLD,123.81
2020-07-13,GLD,123.41
2020-07-14,GLD,123.25
2020-07-15,GLD,123.38
2020-07-16,GLD,124.08
2020-07-17,GLD,123.71
2020-07-18,GLD,125.24
2020-07-19,GLD,125.2
2020-07-20,GLD,126.3
2020-07-21,GLD,125.94
2020-07-22,GLD,129.23
2020-07-23,GLD,129.79
2020-07-24,GLD,131.76
2020-07-25,GLD,130.92
2020-07-26,GLD,130.39
2020-07-27,GLD,130.08
2020-07-28,GLD,133.05
2020-07-29,GLD,132.8
2020-07-30,GLD,131.81
2020-07-31,GLD,133.37
2020-08-01,GLD,133.44
2020-08-02,GLD,133.18
2020-08-03,GLD,132.44
2020-08-04,GLD,133.03
2020-08-05,GLD,134.31
2020-08-06,GLD,135.25
2020-08-07,GLD,134.68
2020-08-08,GLD,133.49
2020-08-09,GLD,128.67
2020-08-10,GLD,127.53
2020-08-11,GLD,127.09
2020-08-12,GLD,127.02
2020-08-13,GLD,126.69
2020-08-14,GLD,130.05
2020-08-15,GLD,130.64
2020-08-16,GLD,129.16
2020-08-17,GLD,129.94
2020-08-18,GLD,130.41
2020-08-19,GLD,129.15
2020-08-20,GLD,129.5
2020-08-21,GLD,130.14
2020-08-22,GLD,131.37
2020-08-23,GLD,129.24
2020-08-24,GLD,130.01
2020-08-25,GLD,131.71
2020-08-26,GLD,133.97
2020-08-27,GLD,132.5
2020-08-28,GLD,132.32
2020-08-29,GLD,132.27
2020-08-30,GLD,133.08
2020-08-31,GLD,132.88
2020-09-01,GLD,132.02
2020-09-02,GLD,132.28
2020-09-03,GLD,131.88
2020-09-04,GLD,132.55
2020-09-05,GLD,131.58
2020-09-06,GLD,130.35
2020-09-07,GLD,131.93
2020-09-08,GLD,134.66
2020-09-09,GLD,136.84
2020-09-10,GLD,136.76
2020-09-11,GLD,138.02
2020-09-12,GLD,137.2
2020-09-13,GLD,137.81
2020-09-14,GLD,137.11
2020-09-15,GLD,138.62
2020-09-16,GLD,139.97
2020-09-17,GLD,142.46
2020-09-18,GLD,142.18
2020-09-19,GLD,144.08
2020-09-20,GLD,144.68
2020-09-21,GLD,144.77
2020-09-22,GLD,145.18
2020-09-23,GLD,147.22
2020-09-24,GLD,147.06
2020-09-25,GLD,146.96
2020-09-26,GLD,144.48
2020-09-27,GLD,144.31
2020-09-28,GLD,144.62
2020-09-29,GLD,143.71
2020-09-30,GLD,142.5
2020-10-01,GLD,140.28
2020-10-02,GLD,139.58
2020-10-03,GLD,141.28
2020-10-04,GLD,139.5
2020-10-05,GLD,140.45
2020-10-06,GLD,141.5
2020-10-07,GLD,144.45
2020-10-08,GLD,145.69
2020-10-09,GLD,146.84
2020-10-10,GLD,147.28
2020-10-11,GLD,147.28
2020-10-12,GLD,148.3
2020-10-13,GLD,149.8
2020-10-14,GLD,150.01
2020-10-15,GLD,151.56
2020-10-16,GLD,155.02
2020-10-17,GLD,155.1
2020-10-18,GLD,155.22
2020-10-19,GLD,155.11
2020-10-20,GLD,155.27
2020-10-21,GLD,156.74
2020-10-22,GLD,156.84
2020-10-23,GLD,157.07
2020-10-24,GLD,156.77
2020-10-25,GLD,157.36
2020-10-26,GLD,156.75
2020-10-27,GLD,155.28
2020-10-28,GLD,155.82
2020-10-29,GLD,158.2
2020-10-30,GLD,157.85
2020-10-31,GLD,156.6
2020-11-01,GLD,158.9
2020-11-02,GLD,158.95
2020-11-03,GLD,160.08
2020-11-04,GLD,159.21
2020-11-05,GLD,159.22
2020-11-06,GLD,160.9
2020-11-07,GLD,161.06
2020-11-08,GLD,161.23
2020-11-09,GLD,159.45
2020-11-10,GLD,160.39
2020-11-11,GLD,159.45
2020-11-12,GLD,160.79
2020-11-13,GLD,161.03
2020-11-14,GLD,161.38
2020-11-15,GLD,162.31
2020-11-16,GLD,162.76
2020-11-17,GLD,164.82
2020-11-18,GLD,166.69
2020-11-19,GLD,165.23
2020-11-20,GLD,165.03
2020-11-21,GLD,166.03
2020-11-22,GLD,164.9
2020-11-23,GLD,163.02
2020-11-24,GLD,162.11
2020-11-25,GLD,161.97
2020-11-26,GLD,157.09
2020-11-27,GLD,155.75
2020-11-28,GLD,153.62
2020-11-29,GLD,155.0
2020-11-30,GLD,156.11
2020-12-01,GLD,156.45
2020-12-02,GLD,156.57
2020-12-03,GLD,157.22
2020-12-04,GLD,156.02
2020-12-05,GLD,157.53
2020-12-06,GLD,157.64
2020-12-07,GLD,158.74
2020-12-08,GLD,159.79
2020-12-09,GLD,160.43
2020-12-10,GLD,160.81
2020-12-11,GLD,161.09
2020-12-12,GLD,161.02
2020-12-13,GLD,161.6
2020-12-14,GLD,161.85
2020-12-15,GLD,161.26
2020-12-16,GLD,161.99
2020-12-17,GLD,162.33
2020-12-18,GLD,163.78
2020-12-19,GLD,161.61
2020-12-20,GLD,161.65
2020-12-21,GLD,160.78
2020-12-22,GLD,160.16
2020-12-23,GLD,160.83
2020-12-24,GLD,159.11
2020-12-25,GLD,159.27
2020-12-26,GLD,159.31
2020-12-27,GLD,158.05
2020-12-28,GLD,158.24
2020-12-29,GLD,157.32
2020-12-30,GLD,159.96
2020-12-31,GLD,161.4
2021-01-01,GLD,161.48
2021-01-02,GLD,160.96
2021-01-03,GLD,161.57
2021-01-04,GLD,162.49
2021-01-05,GLD,162.8
2021-01-06,GLD,161.58
2021-01-07,GLD,161.33
2021-01-08,GLD,161.42
2021-01-09,GLD,161.77
2021-01-10,GLD,162.14
2021-01-11,GLD,163.02
2021-01-12,GLD,164.63
2021-01-13,GLD,165.85
2021-01-14,GLD,166.55
2021-01-15,GLD,165.05
2021-01-16,GLD,166.47
2021-01-17,GLD,167.45
2021-01-18,GLD,167.14
2021-01-19,GLD,167.18
2021-01-20,GLD,167.26
2021-01-21,GLD,166.73
2021-01-22,GLD,164.64
2021-01-23,GLD,163.3
2021-01-24,GLD,162.21
2021-01-25,GLD,159.85
2021-01-26,GLD,158.51
2021-01-27,GLD,159.88
2021-01-28,GLD,160.46
2021-01-29,GLD,159.3
2021-01-30,GLD,158.47
2021-01-31,GLD,159.95
2021-02-01,GLD,161.39
2021-02-02,GLD,161.48
2021-02-03,GLD,162.89
2021-02-04,GLD,161.97
2021-02-05,GLD,162.24
2021-02-06,GLD,160.47
2021-02-07,GLD,160.03
2021-02-08,GLD,160.07
2021-02-09,GLD,158.05
2021-02-10,GLD,158.76
2021-02-11,GLD,159.67
2021-02-12,GLD,160.88
2021-02-13,GLD,163.68
2021-02-14,GLD,164.18
2021-02-15,GLD,164.11
2021-02-16,GLD,162.18
2021-02-17,GLD,162.65
2021-02-18,GLD,163.33
2021-02-19,GLD,161.7
2021-02-20,GLD,161.41
2021-02-21,GLD,161.42
2021-02-22,GLD,162.06
2021-02-23,GLD,163.09
2021-02-24,GLD,162.44
2021-02-25,GLD,162.68
2021-02-26,GLD,163.37
2021-02-27,GLD,163.16
2021-02-28,GLD,162.65
2021-03-01,GLD,163.5
2021-03-02,GLD,163.29
2021-03-03,GLD,161.85
2021-03-04,GLD,163.5
2021-03-05,GLD,162.2
2021-03-06,GLD,162.09
2021-03-07,GLD,162.47
2021-03-08,GLD,163.02
2021-03-09,GLD,163.22
2021-03-10,GLD,159.69
2021-03-11,GLD,158.85
2021-03-12,GLD,159.2
2021-03-13,GLD,159.07
2021-03-14,GLD,159.69
2021-03-15,GLD,160.91
2021-03-16,GLD,161.52
2021-03-17,GLD,160.65
2021-03-18,GLD,160.0
2021-03-19,GLD,161.96
2021-03-20,GLD,161.74
2021-03-21,GLD,161.63
2021-03-22,GLD,162.24
2021-03-23,GLD,163.72
2021-03-24,GLD,162.64
2021-03-25,GLD,162.05
2021-03-26,GLD,160.12
2021-03-27,GLD,159.77
2021-03-28,GLD,160.45
2021-03-29,GLD,160.01
2021-03-30,GLD,162.12
2021-03-31,GLD,162.26
2021-04-01,GLD,162.14
2021-04-02,GLD,161.72
2021-04-03,GLD,160.08
2021-04-04,GLD,159.98
2021-04-05,GLD,160.41
2021-04-06,GLD,160.26
2021-04-07,GLD,160.54
2021-04-08,GLD,159.74
2021-04-09,GLD,158.24
2021-04-10,GLD,158.12
2021-04-11,GLD,158.38
2021-04-12,GLD,158.18
2021-04-13,GLD,158.42
2021-04-14,GLD,159.35
2021-04-15,GLD,160.28
2021-04-16,GLD,161.31
2021-04-17,GLD,162.52
2021-04-18,GLD,163.11
2021-04-19,GLD,163.54
2021-04-20,GLD,165.87
2021-04-21,GLD,166.81
2021-04-22,GLD,165.8
2021-04-23,GLD,163.56
2021-04-24,GLD,163.27
2021-04-25,GLD,164.02
2021-04-26,GLD,165.17
2021-04-27,GLD,163.67
2021-04-28,GLD,164.55
2021-04-29,GLD,165.91
2021-04-30,GLD,166.64
2021-05-01,GLD,167.14
2021-05-02,GLD,166.98
2021-05-03,GLD,166.43
2021-05-04,GLD,167.37
2021-05-05,GLD,168.07
2021-05-06,GLD,167.68
2021-05-07,GLD,170.73
2021-05-08,GLD,168.92
2021-05-09,GLD,168.64
2021-05-10,GLD,167.71
2021-05-11,GLD,168.17
2021-05-12,GLD,165.84
2021-05-13,GLD,167.36
2021-05-14,GLD,168.57
2021-05-15,GLD,168.89
2021-05-16,GLD,168.51
2021-05-17,GLD,169.37
2021-05-18,GLD,169.77
2021-05-19,GLD,170.91
2021-05-20,GLD,170.76
2021-05-21,GLD,170.55
2021-05-22,GLD,171.84
2021-05-23,GLD,172.6
2021-05-24,GLD,172.39
2021-05-25,GLD,172.83
2021-05-26,GLD,173.05
2021-05-27,GLD,173.61
2021-05-28,GLD,175.14
2021-05-29,GLD,174.72
2021-05-30,GLD,173.94
2021-05-31,GLD,174.27
2021-06-01,GLD,173.63
2021-06-02,GLD,172.54
2021-06-03,GLD,173.73
2021-06-04,GLD,173.38
2021-06-05,GLD,171.14
2021-06-06,GLD,172.16
2021-06-07,GLD,171.63
2021-06-08,GLD,172.33
2021-06-09,GLD,173.63
2021-06-10,GLD,173.85
2021-06-11,GLD,171.41
2021-06-12,GLD,169.06
2021-06-13,GLD,168.25
2021-06-14,GLD,168.18
2021-06-15,GLD,169.62
2021-06-16,GLD,169.97
2021-06-17,GLD,173.11
2021-06-18,GLD,171.32
2021-06-19,GLD,171.47
2021-06-20,GLD,170.93
2021-06-21,GLD,171.21
2021-06-22,GLD,173.32
2021-06-23,GLD,175.49
2021-06-24,GLD,175.56
2021-06-25,GLD,176.59
2021-06-26,GLD,176.85
2021-06-27,GLD,175.56
2021-06-28,GLD,175.58
2021-06-29,GLD,174.97
2021-06-30,GLD,174.9
2021-07-01,GLD,173.87
2021-07-02,GLD,174.06
2021-07-03,GLD,174.43
2021-07-04,GLD,175.27
2021-07-05,GLD,175.64
2021-07-06,GLD,177.61
2021-07-07,GLD,180.24
2021-07-08,GLD,179.75
2021-07-09,GLD,180.91
2021-07-10,GLD,183.45
2021-07-11,GLD,184.65
2021-07-12,GLD,185.51
2021-07-13,GLD,183.32
2021-07-14,GLD,182.65
2021-07-15,GLD,182.16
2021-07-16,GLD,183.82
2021-07-17,GLD,182.95
2021-07-18,GLD,182.84
2021-07-19,GLD,183.85
2021-07-20,GLD,182.92
2021-07-21,GLD,183.26
2021-07-22,GLD,183.43
2021-07-23,GLD,184.49
2021-07-24,GLD,185.28
2021-07-25,GLD,186.03
2021-07-26,GLD,186.27
2021-07-27,GLD,184.26
2021-07-28,GLD,184.43
2021-07-29,GLD,184.49
2021-07-30,GLD,185.41
2021-07-31,GLD,184.91
2021-08-01,GLD,184.96
2021-08-02,GLD,185.04
2021-08-03,GLD,184.19
2021-08-04,GLD,182.81
2021-08-05,GLD,183.26
2021-08-06,GLD,184.47
2021-08-07,GLD,183.72
2021-08-08,GLD,183.46
2021-08-09,GLD,184.46
2021-08-10,GLD,185.57
2021-08-11,GLD,185.85
2021-08-12,GLD,186.34
2021-08-13,GLD,186.98
2021-08-14,GLD,187.84
2021-08-15,GLD,186.55
2021-08-16,GLD,188.85
2021-08-17,GLD,189.18
2021-08-18,GLD,190.06
2021-08-19,GLD,189.14
2021-08-20,GLD,188.92
2021-08-21,GLD,189.37
2021-08-22,GLD,187.21
2021-08-23,GLD,186.12
2021-08-24,GLD,185.25
2021-08-25,GLD,183.72
2021-08-26,GLD,183.85
2021-08-27,GLD,183.76
2021-08-28,GLD,185.47
2021-08-29,GLD,184.12
2021-08-30,GLD,184.4
2021-08-31,GLD,183.35
2021-09-01,GLD,181.29
2021-09-02,GLD,181.99
2021-09-03,GLD,182.8
2021-09-04,GLD,183.46
2021-09-05,GLD,181.88
2021-09-06,GLD,181.98
2021-09-07,GLD,182.7
2021-09-08,GLD,183.84
2021-09-09,GLD,184.59
2021-09-10,GLD,185.75
2021-09-11,GLD,187.03
2021-09-12,GLD,187.16
2021-09-13,GLD,187.76
2021-09-14,GLD,188.96
2021-09-15,GLD,189.42
2021-09-16,GLD,190.86
2021-09-17,GLD,191.91
2021-09-18,GLD,191.15
2021-09-19,GLD,189.59
2021-09-20,GLD,189.61
2021-09-21,GLD,188.19
2021-09-22,GLD,188.29
2021-09-23,GLD,188.28
2021-09-24,GLD,189.84
2021-09-25,GLD,190.45
2021-09-26,GLD,191.62
2021-09-27,GLD,191.04
2021-09-28,GLD,192.87
2021-09-29,GLD,193.94
2021-09-30,GLD,194.46
2021-10-01,GLD,192.29
2021-10-02,GLD,193.7
2021-10-03,GLD,195.83
2021-10-04,GLD,195.85
2021-10-05,GLD,195.88
2021-10-06,GLD,195.26
2021-10-07,GLD,193.31
2021-10-08,GLD,192.63
2021-10-09,GLD,194.62
2021-10-10,GLD,195.92
2021-10-11,GLD,194.99
2021-10-12,GLD,194.3
2021-10-13,GLD,196.86
2021-10-14,GLD,195.63
2021-10-15,GLD,194.77
2021-10-16,GLD,194.26
2021-10-17,GLD,192.63
2021-10-18,GLD,191.98
2021-10-19,GLD,191.36
2021-10-20,GLD,190.28
2021-10-21,GLD,191.87
2021-10-22,GLD,190.47
2021-10-23,GLD,190.3
2021-10-24,GLD,189.25
2021-10-25,GLD,188.99
2021-10-26,GLD,187.89
2021-10-27,GLD,187.98
2021-10-28,GLD,188.36
2021-10-29,GLD,190.05
2021-10-30,GLD,189.34
2021-10-31,GLD,191.28
2021-11-01,GLD,190.31
2021-11-02,GLD,190.03
2021-11-03,GLD,192.14
2021-11-04,GLD,195.63
